aX,aY,aZ,gX,gY,gZ
0.169,1.011,-0.590,-87.036,-5.066,-45.044
0.224,0.930,-0.501,-104.553,-22.461,-42.969
0.357,0.825,-0.412,-127.136,-33.691,-44.128
0.474,0.740,-0.296,-152.710,-44.128,-48.401
0.535,0.591,-0.132,-177.673,-52.246,-52.490
0.551,0.467,0.070,-201.233,-57.678,-59.082
0.573,0.345,0.337,-220.398,-59.998,-69.275
0.582,0.219,0.650,-234.314,-66.284,-81.116
0.502,0.092,0.908,-243.408,-78.186,-92.957
0.419,-0.010,1.152,-247.681,-81.665,-104.675
0.311,-0.105,1.405,-243.286,-79.346,-117.126
0.176,-0.175,1.648,-230.103,-73.975,-127.808
0.014,-0.194,1.864,-211.853,-66.528,-134.583
-0.162,-0.180,2.040,-192.200,-58.044,-136.963
-0.307,-0.144,2.205,-173.706,-49.072,-137.146
-0.439,-0.122,2.345,-158.569,-41.992,-135.559
-0.559,-0.135,2.463,-147.461,-38.513,-131.836
-0.647,-0.175,2.560,-138.794,-39.734,-127.075
-0.729,-0.249,2.612,-129.333,-47.119,-122.131
-0.778,-0.328,2.604,-118.591,-57.068,-117.249
-0.833,-0.393,2.557,-105.591,-67.017,-111.633
-0.880,-0.437,2.490,-92.346,-73.547,-104.370
-0.892,-0.474,2.418,-79.651,-75.073,-94.910
-0.912,-0.497,2.322,-67.993,-70.618,-82.153
-0.867,-0.523,2.287,-57.129,-58.533,-66.650
-0.808,-0.546,2.258,-45.410,-50.049,-50.232
-0.738,-0.570,2.207,-33.508,-46.143,-35.706
-0.655,-0.577,2.118,-21.912,-46.570,-25.330
-0.571,-0.575,2.008,-10.742,-48.706,-17.761
-0.487,-0.569,1.915,-1.404,-50.110,-12.085
-0.412,-0.561,1.833,7.141,-49.438,-6.958
-0.347,-0.541,1.759,15.381,-46.143,-2.991
-0.282,-0.522,1.684,23.682,-41.748,-0.854
-0.219,-0.495,1.606,32.104,-36.377,0.183
-0.161,-0.460,1.528,40.161,-30.640,0.732
-0.112,-0.428,1.461,47.668,-24.475,0.977
-0.070,-0.392,1.403,54.688,-18.555,0.732
-0.056,-0.361,1.357,60.425,-14.954,1.038
-0.048,-0.329,1.304,64.758,-13.977,1.831
-0.051,-0.299,1.251,67.444,-14.282,3.845
-0.058,-0.277,1.213,68.848,-14.893,6.897
-0.057,-0.260,1.175,68.481,-15.564,10.681
-0.061,-0.253,1.139,66.895,-16.785,14.404
-0.063,-0.244,1.103,64.819,-17.822,17.639
-0.060,-0.235,1.071,62.866,-17.578,19.348
-0.052,-0.233,1.052,60.852,-15.503,20.874
-0.051,-0.237,1.040,59.814,-13.367,22.461
-0.049,-0.242,1.027,60.242,-12.390,22.583
-0.043,-0.237,1.011,61.279,-11.963,20.752
-0.036,-0.231,0.997,61.218,-11.108,19.165
-0.036,-0.232,0.979,60.303,-8.789,18.188
-0.033,-0.239,0.979,59.387,-5.737,18.127
-0.044,-0.250,0.978,58.594,-3.845,18.799
-0.073,-0.253,0.960,58.228,-2.319,19.287
-0.045,-0.260,0.958,58.350,1.953,19.531
-0.054,-0.270,0.944,58.838,3.113,20.752
-0.059,-0.275,0.935,58.777,3.540,22.461
-0.052,-0.287,0.928,57.556,4.883,23.621
-0.044,-0.303,0.918,55.847,7.446,25.269
-0.044,-0.318,0.914,54.321,10.681,26.428
-0.019,-0.324,0.921,53.223,13.855,26.123
0.010,-0.330,0.915,52.307,15.076,25.696
0.036,-0.346,0.917,52.490,14.526,25.391
0.080,-0.348,0.917,53.650,13.550,24.719
0.121,-0.350,0.902,54.810,11.597,23.437
0.597,-0.137,2.028,-121.399,16.968,121.399
0.658,-0.129,2.178,-110.474,25.146,118.408
0.702,-0.117,2.321,-97.656,30.518,115.112
0.735,-0.116,2.448,-85.754,31.860,110.901
0.738,-0.101,2.530,-74.951,29.114,105.591
0.723,-0.075,2.594,-61.646,22.217,98.633
0.697,-0.055,2.638,-47.668,13.184,91.858
0.645,-0.030,2.607,-35.400,5.066,86.975
0.666,-0.004,2.595,-23.621,3.723,83.740
0.942,0.224,2.770,-10.498,4.028,84.290
0.483,-0.028,2.590,5.005,-5.493,104.553
0.591,-0.064,2.690,14.038,4.761,91.309
0.636,-0.025,2.677,30.579,-0.305,68.054
0.626,-0.048,2.640,45.837,2.869,63.538
0.575,0.028,2.527,61.279,5.310,61.951
0.587,0.062,2.398,75.134,23.865,66.833
0.639,0.095,2.303,88.623,50.110,71.350
0.651,0.091,2.239,101.013,72.876,71.289
0.762,0.154,2.115,111.511,91.431,67.749
0.806,0.173,2.029,120.667,104.858,68.054
0.791,0.190,1.970,130.310,111.572,68.665
0.820,0.201,1.905,139.893,116.028,68.176
0.870,0.231,1.818,149.231,113.464,62.805
0.900,0.305,1.693,157.776,100.403,53.833
0.930,0.355,1.542,163.330,81.604,46.326
0.967,0.371,1.376,164.917,60.913,40.100
1.020,0.378,1.199,164.001,43.335,32.898
1.071,0.373,1.024,161.255,31.738,24.963
1.084,0.351,0.851,157.104,25.391,14.526
1.077,0.329,0.691,152.161,23.926,1.465
1.065,0.320,0.565,148.315,27.161,-12.817
0.996,0.324,0.433,147.644,31.372,-25.879
0.937,0.346,0.322,148.315,40.344,-36.194
0.848,0.395,0.215,149.109,52.368,-45.288
0.773,0.433,0.137,149.170,63.599,-55.176
0.722,0.629,0.003,147.461,71.472,-65.063
0.562,0.594,-0.104,145.691,78.857,-62.317
0.499,0.685,-0.186,141.296,82.092,-65.369
0.454,0.748,-0.288,134.399,81.665,-70.740
0.390,0.803,-0.409,125.061,74.097,-73.120
0.337,0.886,-0.557,115.112,61.462,-76.111
0.301,0.967,-0.712,105.408,48.462,-76.416
0.264,1.067,-0.897,95.947,35.583,-76.782
0.230,1.163,-1.108,85.510,26.611,-78.125
0.199,1.258,-1.310,73.792,24.536,-79.651
0.155,1.360,-1.479,61.584,29.785,-80.627
0.094,1.424,-1.587,47.974,41.626,-80.505
0.021,1.439,-1.611,31.189,56.396,-78.491
-0.044,1.421,-1.566,9.766,66.528,-73.669
-0.105,1.376,-1.483,-15.076,67.139,-66.650
-0.152,1.316,-1.365,-42.725,58.655,-58.350
-0.176,1.232,-1.248,-71.777,43.091,-49.561
-0.163,1.142,-1.168,-100.769,22.705,-40.771
-0.099,1.029,-1.075,-129.333,1.404,-31.311
-0.056,0.934,-0.965,-156.067,-19.592,-24.536
0.052,0.843,-0.823,-182.739,-35.217,-24.963
0.120,0.795,-0.644,-210.937,-47.668,-32.410
0.119,0.693,-0.459,-238.159,-55.603,-39.795
0.198,0.591,-0.171,-265.381,-59.509,-49.133
0.183,0.513,0.162,-292.664,-69.519,-58.716
0.184,0.454,0.607,-320.618,-79.224,-67.017
0.189,0.360,1.111,-342.651,-85.022,-74.951
0.161,0.199,1.673,-349.976,-88.806,-84.656
0.112,0.060,2.148,-341.492,-87.952,-98.206
0.023,0.017,2.479,-316.345,-81.665,-111.633
-0.103,0.026,2.711,-276.001,-65.063,-119.141
-0.247,0.072,2.911,-229.919,-40.161,-119.141
-0.379,0.128,3.109,-189.880,-17.273,-115.967
-0.475,0.139,3.275,-163.696,-4.944,-113.342
-0.544,0.052,3.392,-151.428,-4.761,-107.544
-0.586,-0.088,3.434,-143.250,-16.235,-96.313
-0.568,-0.215,3.427,-130.920,-37.292,-85.205
-0.509,-0.297,3.321,-114.075,-61.646,-76.965
-0.429,-0.348,3.121,-94.482,-81.604,-71.472
-0.345,-0.372,2.905,-74.219,-91.858,-68.970
-0.346,-0.357,2.611,-55.176,-92.102,-67.200
-0.251,-0.353,2.268,-38.635,-79.651,-65.369
-0.583,-0.364,2.066,-21.423,-66.040,-51.147
-0.303,-0.562,2.165,-3.174,-55.420,-37.903
-0.373,-0.465,2.042,9.338,-71.655,-60.425
-0.315,-0.411,1.840,10.010,-66.040,-59.631
-0.358,-0.463,1.704,8.850,-53.711,-34.302
-0.341,-0.499,1.707,9.338,-43.396,-15.442
-0.214,-0.538,1.753,11.475,-29.846,-5.066
-0.112,-0.567,1.769,14.587,-26.184,0.244
-0.092,-0.585,1.708,19.165,-29.663,3.357
-0.040,-0.555,1.632,24.719,-29.846,1.587
-0.001,-0.515,1.568,32.166,-24.292,-2.380
0.016,-0.463,1.522,40.039,-16.785,-4.883
0.006,-0.410,1.497,47.424,-8.606,-6.775
-0.010,-0.359,1.493,54.077,-0.549,-7.385
-0.027,-0.316,1.485,59.326,5.676,-5.676
-0.049,-0.272,1.465,63.416,7.019,-3.662
-0.069,-0.238,1.439,65.857,4.272,-1.831
-0.079,-0.197,1.405,67.627,-0.732,-0.244
-0.082,-0.167,1.363,69.031,-6.531,1.282
-0.082,-0.144,1.321,68.970,-12.573,3.479
-0.083,-0.131,1.275,68.298,-18.250,6.287
-0.088,-0.119,1.216,67.749,-22.766,9.583
-0.103,-0.115,1.157,68.298,-23.804,13.123
-0.061,-0.109,1.141,68.726,-20.386,16.907
-0.039,-0.125,1.137,69.885,-16.968,19.714
-0.033,-0.143,1.143,70.557,-16.663,21.118
-0.039,-0.171,1.155,70.740,-16.785,20.630
-0.046,-0.197,1.162,72.510,-17.517,19.287
-0.043,-0.214,1.150,76.294,-18.982,18.677
-0.038,-0.219,1.118,80.750,-21.240,18.921
-0.033,-0.223,1.088,84.778,-23.315,19.226
-0.026,-0.233,1.053,88.135,-24.109,19.775
-0.004,-0.227,1.003,90.454,-24.170,20.752
0.006,-0.238,0.953,91.248,-22.949,21.362
0.011,-0.263,0.893,91.125,-20.569,21.606
0.016,-0.277,0.838,90.149,-16.724,19.775
0.026,-0.297,0.805,89.355,-10.986,17.395
0.022,-0.312,0.767,88.440,-4.578,15.869
0.016,-0.321,0.732,88.684,1.465,15.503
0.005,-0.314,0.696,90.088,6.958,15.259
0.006,-0.303,0.662,91.248,10.010,14.709
0.015,-0.289,0.622,90.698,11.230,14.343
-1.813,0.233,-0.530,-25.574,-10.193,6.287
-1.899,0.326,-0.377,-47.363,-12.024,29.053
-1.921,0.397,-0.226,-67.627,-23.132,53.955
-1.903,0.445,-0.083,-86.060,-38.269,85.876
-1.821,0.398,0.113,-102.600,-59.021,119.995
-1.613,0.515,0.274,-120.056,-86.060,143.921
-1.381,0.584,0.491,-137.207,-117.615,172.729
-1.115,0.685,0.725,-162.170,-147.095,203.003
-0.782,0.739,1.032,-192.505,-155.884,228.271
-0.372,0.654,1.447,-217.712,-141.663,244.690
-0.016,0.529,1.906,-233.582,-117.004,254.333
0.309,0.332,2.319,-236.267,-90.515,255.493
0.614,0.086,2.631,-222.290,-67.444,245.667
0.776,-0.103,2.788,-192.139,-55.420,221.741
1.001,-0.116,2.883,-154.541,-49.561,187.866
1.122,-0.086,2.868,-116.394,-49.683,162.292
1.183,-0.024,2.835,-85.449,-42.114,149.109
1.219,0.044,2.855,-61.035,-26.001,144.287
1.245,0.081,2.933,-41.687,-7.996,140.015
1.562,0.012,3.068,-23.560,3.662,123.657
1.755,0.207,3.018,-4.395,-12.939,103.882
1.419,-0.022,2.910,4.944,-29.419,126.038
1.422,-0.096,2.813,12.573,-62.134,108.521
1.653,0.142,2.564,16.968,-70.740,59.509
1.716,0.025,2.371,19.043,-56.030,45.776
1.541,0.065,2.189,22.522,-68.298,47.180
1.375,0.019,2.074,24.475,-61.707,52.429
1.317,-0.082,2.036,23.499,-35.461,53.406
1.252,-0.100,1.958,22.217,-17.151,50.537
1.105,-0.190,1.883,21.790,3.967,49.194
0.958,-0.295,1.875,23.499,30.212,48.279
0.803,-0.354,1.883,28.503,52.063,43.518
0.636,-0.408,1.911,36.682,67.444,39.673
0.499,-0.455,1.950,44.617,76.416,39.795
0.366,-0.494,1.966,50.354,80.139,42.175
0.300,-0.492,1.976,54.382,83.252,45.288
0.306,-0.499,2.010,58.533,85.876,49.072
0.332,-0.482,2.006,62.683,84.595,52.856
0.394,-0.438,1.952,68.481,80.383,53.528
0.469,-0.392,1.847,76.538,76.660,50.598
0.515,-0.342,1.727,84.778,76.111,43.823
0.506,-0.273,1.600,93.445,78.430,34.180
0.500,-0.201,1.492,104.187,79.956,22.888
0.489,-0.143,1.334,115.356,78.369,11.719
0.490,-0.044,1.144,124.146,76.355,2.747
0.497,0.027,0.943,132.324,77.087,-4.578
0.513,0.104,0.747,137.390,82.336,-11.414
0.528,0.181,0.584,138.245,91.431,-17.761
0.573,0.254,0.455,137.207,100.586,-23.865
0.571,0.351,0.290,134.949,108.948,-30.640
0.660,0.410,0.184,130.981,121.033,-39.429
0.646,0.488,0.112,126.160,125.366,-48.645
0.604,0.543,0.056,119.202,127.869,-57.617
0.546,0.608,-0.005,111.816,127.930,-68.176
0.496,0.653,-0.068,105.469,125.183,-75.378
0.444,0.701,-0.149,100.708,119.751,-78.186
0.404,0.771,-0.234,97.473,110.107,-78.735
0.373,0.894,-0.352,94.910,95.093,-80.383
0.359,1.037,-0.489,91.248,78.186,-82.336
0.342,1.197,-0.655,85.571,61.707,-84.045
0.305,1.354,-0.818,75.439,46.570,-87.097
0.223,1.492,-1.001,60.242,33.264,-92.834
0.107,1.558,-1.160,41.138,24.719,-99.243
0.010,1.595,-1.229,21.545,18.860,-107.239
-0.082,1.569,-1.237,-0.183,15.320,-111.206
-0.157,1.515,-1.197,-24.597,11.780,-108.765
-0.226,1.455,-1.139,-49.194,5.066,-101.929
-0.260,1.386,-1.072,-72.937,-2.563,-94.666
-0.258,1.313,-0.985,-97.046,-11.353,-88.379
-0.243,1.217,-0.906,-121.704,-21.667,-83.191
-0.180,1.079,-0.776,-144.470,-30.029,-78.857
-0.130,0.917,-0.638,-165.039,-39.490,-78.552
-0.082,0.846,-0.514,-186.890,-46.570,-83.252
0.014,0.713,-0.356,-210.266,-47.058,-88.989
0.050,0.613,-0.088,-234.558,-50.354,-96.985
0.062,0.452,0.308,-259.644,-50.415,-104.187
0.091,0.281,0.794,-283.447,-43.518,-108.887
0.073,0.110,1.289,-299.438,-40.527,-113.281
0.012,-0.090,1.881,-301.758,-46.326,-123.779
-0.060,-0.230,2.366,-297.668,-53.589,-138.123
-0.156,-0.308,2.674,-283.875,-58.289,-151.062
-0.269,-0.350,2.900,-254.700,-56.213,-159.180
-0.435,-0.343,3.056,-217.163,-44.861,-158.691
-0.596,-0.331,3.164,-179.932,-27.588,-152.222
-0.738,-0.354,3.281,-148.315,-10.681,-142.944
-0.851,-0.403,3.353,-125.427,-3.418,-132.507
-0.919,-0.479,3.354,-108.826,-9.888,-124.512
-1.016,-0.517,3.199,-94.177,-29.175,-118.896
-0.987,-0.547,3.034,-77.698,-44.434,-112.183
-0.993,-0.611,2.863,-58.167,-55.725,-101.746
-0.945,-0.516,2.697,-38.757,-67.261,-82.764
-0.965,-0.743,2.532,-16.418,-85.938,-60.242
-0.975,-0.770,2.323,4.211,-93.567,-77.820
-0.650,-0.607,2.118,14.832,-89.294,-85.205
-0.606,-0.594,1.836,21.423,-83.801,-66.467
-0.702,-0.672,1.661,27.710,-78.735,-38.757
-0.693,-0.728,1.594,35.461,-67.749,-27.283
-0.591,-0.697,1.537,41.504,-56.641,-27.405
-0.541,-0.624,1.425,44.861,-52.612,-23.926
-0.518,-0.574,1.302,45.532,-49.866,-14.343
-0.503,-0.562,1.235,45.349,-45.715,-5.249
-0.456,-0.516,1.200,45.471,-41.443,0.610
-0.383,-0.474,1.187,46.143,-36.255,6.165
-0.342,-0.446,1.189,46.814,-33.752,12.390
-0.334,-0.427,1.179,46.936,-34.546,17.395
-0.308,-0.401,1.166,46.265,-33.569,19.165
-0.282,-0.369,1.162,46.143,-31.738,19.897
-0.257,-0.350,1.167,47.241,-29.175,21.606
-0.250,-0.335,1.171,49.377,-27.039,24.048
-0.245,-0.317,1.173,50.659,-25.146,26.123
-0.243,-0.296,1.174,50.903,-22.888,27.649
-0.246,-0.291,1.184,50.110,-22.217,28.748
-0.268,-0.303,1.208,48.462,-23.987,30.273
-0.309,-0.313,1.221,46.631,-27.588,32.043
-0.304,-0.323,1.263,45.532,-31.372,33.081
-0.319,-0.341,1.279,45.837,-39.001,34.729
-0.315,-0.359,1.271,46.936,-46.204,37.354
-0.291,-0.371,1.242,50.171,-50.781,39.490
-0.268,-0.377,1.197,55.176,-52.063,41.321
-2.037,-0.038,-0.575,-98.022,-83.130,21.057
-2.145,-0.026,-0.469,-107.117,-57.556,48.706
-2.095,0.080,-0.332,-118.042,-43.945,70.862
-2.023,0.210,-0.178,-131.653,-41.199,91.614
-1.926,0.212,0.049,-144.104,-49.500,118.347
-1.753,0.244,0.250,-154.907,-71.594,138.428
-1.455,0.440,0.408,-169.617,-99.976,153.870
-1.073,0.590,0.635,-189.026,-122.314,174.377
-0.626,0.659,0.950,-212.708,-125.183,200.562
-0.250,0.662,1.325,-236.816,-106.934,219.666
0.164,0.519,1.896,-249.573,-76.965,220.825
0.501,0.288,2.481,-248.291,-48.645,206.543
0.734,0.103,2.823,-239.685,-22.461,180.603
0.813,0.006,2.935,-216.187,-3.418,148.743
0.804,0.036,2.926,-178.345,14.954,122.986
0.797,0.130,2.951,-134.521,39.490,112.061
0.774,0.195,3.010,-95.886,67.261,114.197
0.787,0.221,3.099,-68.848,89.661,121.094
0.824,0.215,3.202,-51.697,98.755,124.023
0.839,0.196,3.296,-41.260,92.712,121.399
0.904,0.177,3.279,-34.546,78.308,114.380
0.933,0.155,3.227,-25.635,59.387,105.591
0.915,0.165,3.049,-13.367,43.701,98.206
1.081,0.011,2.965,4.761,39.307,91.187
1.021,-0.026,2.962,23.437,26.428,79.285
0.710,-0.061,2.700,37.537,14.648,83.923
0.756,-0.124,2.536,45.959,46.692,79.163
0.774,-0.146,2.457,59.021,73.303,70.679
0.644,-0.155,2.415,75.317,81.299,68.481
0.486,-0.164,2.374,88.379,82.458,67.566
0.398,-0.162,2.285,97.717,84.473,62.256
0.382,-0.119,2.172,106.628,84.595,56.885
0.345,-0.076,2.064,116.577,82.275,54.138
0.310,-0.004,1.964,126.404,79.956,53.101
0.329,0.078,1.849,134.460,80.994,51.941
0.375,0.145,1.759,140.808,82.520,51.086
0.420,0.194,1.689,146.362,79.224,51.025
0.391,0.255,1.544,149.841,71.899,51.086
0.405,0.336,1.366,150.818,71.228,50.293
0.432,0.412,1.156,150.757,76.355,47.363
0.520,0.466,0.951,148.132,87.830,43.213
0.596,0.540,0.725,145.081,104.309,43.335
0.631,0.458,0.604,144.226,116.516,44.189
0.724,0.469,0.551,142.639,115.051,31.799
0.693,0.422,0.442,137.634,102.783,17.822
0.721,0.483,0.278,128.845,89.600,0.671
0.724,0.514,0.101,120.911,82.825,-12.634
0.734,0.552,-0.042,113.403,83.618,-19.958
0.773,0.582,-0.203,105.469,92.957,-24.109
0.803,0.590,-0.327,101.501,101.685,-27.466
0.837,0.641,-0.431,100.769,104.736,-34.607
0.845,0.723,-0.569,100.586,101.624,-44.800
0.824,0.855,-0.738,99.731,93.872,-56.580
0.793,1.003,-0.922,95.276,85.266,-69.824
0.732,1.129,-1.105,85.327,77.759,-82.581
0.638,1.227,-1.248,69.031,72.510,-95.032
0.484,1.271,-1.383,47.241,68.359,-105.957
0.320,1.278,-1.475,21.973,65.491,-114.136
0.143,1.238,-1.520,-3.357,62.927,-118.164
0.002,1.175,-1.502,-28.015,58.594,-117.371
-0.141,1.133,-1.478,-52.246,48.767,-111.450
-0.253,1.136,-1.408,-76.599,35.583,-103.882
-0.356,1.127,-1.301,-99.731,17.517,-97.778
-0.463,1.052,-1.175,-123.535,-4.333,-94.238
-0.453,0.998,-1.044,-147.644,-22.827,-95.825
-0.455,0.974,-0.896,-167.053,-36.377,-100.647
-0.493,0.959,-0.695,-179.626,-42.480,-103.333
-0.545,0.957,-0.468,-190.186,-41.931,-104.004
-0.563,0.918,-0.202,-202.209,-36.499,-101.318
-0.525,0.899,0.120,-218.079,-33.997,-94.421
-0.478,0.827,0.570,-237.427,-42.236,-84.412
-0.471,0.654,1.069,-261.108,-55.481,-69.885
-0.412,0.456,1.618,-286.133,-67.566,-54.810
-0.346,0.161,2.195,-297.302,-80.688,-48.889
-0.244,-0.118,2.716,-287.354,-97.107,-56.213
-0.160,-0.289,2.958,-259.644,-114.868,-72.083
-0.149,-0.362,2.958,-217.468,-128.784,-89.844
-0.237,-0.336,2.846,-171.753,-132.935,-103.699
-0.371,-0.284,2.719,-134.644,-124.695,-112.854
-0.501,-0.261,2.600,-108.704,-104.126,-117.859
-0.598,-0.270,2.542,-91.125,-77.881,-117.432
-0.705,-0.315,2.526,-78.735,-57.373,-112.061
-0.734,-0.377,2.522,-69.702,-44.983,-104.309
-0.744,-0.431,2.452,-61.462,-44.006,-96.436
-0.763,-0.473,2.349,-50.293,-56.091,-88.562
-0.744,-0.491,2.215,-38.208,-72.449,-82.336
-0.682,-0.487,2.037,-28.442,-86.060,-78.186
-0.641,-0.489,1.854,-20.813,-92.529,-73.364
-0.590,-0.511,1.713,-15.503,-89.844,-66.467
-0.557,-0.565,1.652,-13.306,-79.529,-58.716
-0.534,-0.609,1.657,-13.367,-65.735,-51.514
-0.518,-0.647,1.701,-13.367,-52.307,-44.556
-0.508,-0.680,1.781,-12.695,-41.809,-36.987
-0.505,-0.723,1.848,-11.047,-34.485,-30.701
-0.489,-0.725,1.900,-7.690,-31.067,-27.039
-0.490,-0.724,1.909,-2.197,-31.616,-25.146
-0.478,-0.706,1.932,5.066,-30.579,-22.644
-0.472,-0.677,1.937,13.794,-27.466,-18.677
-0.476,-0.643,1.911,23.560,-23.376,-13.916
-0.473,-0.606,1.872,33.813,-17.761,-8.789
-0.462,-0.560,1.818,44.739,-11.597,-4.028
-0.451,-0.510,1.745,55.481,-6.348,-0.061
-0.454,-0.456,1.659,65.002,-3.113,2.686
-0.481,-0.407,1.564,72.083,-0.916,4.028
-0.485,-0.368,1.479,76.904,2.380,5.981
-0.483,-0.335,1.388,80.444,5.249,8.728
-0.475,-0.305,1.298,84.290,6.531,12.451
-0.466,-0.277,1.216,87.830,6.470,16.357
-0.444,-0.257,1.136,90.027,6.165,20.386
-0.406,-0.242,1.049,90.698,5.981,24.658
-0.394,-0.230,0.976,91.248,6.836,29.175
-0.320,-0.232,0.935,91.064,10.315,33.264
-0.293,-0.238,0.882,90.576,10.681,36.499
-0.267,-0.242,0.825,89.539,9.094,38.513
-0.226,-0.239,0.775,88.196,8.240,38.940
-0.178,-0.236,0.749,85.815,8.972,39.246
-0.145,-0.267,0.747,82.031,10.437,40.039
-0.123,-0.285,0.752,78.613,11.475,40.588
-0.088,-0.304,0.769,75.806,11.292,40.344
-2.104,0.087,-0.301,-73.120,-13.489,74.951
-1.977,0.196,-0.233,-89.783,-31.311,93.811
-1.802,0.204,-0.137,-103.943,-51.758,118.164
-1.606,0.187,-0.037,-115.601,-75.134,144.226
-1.364,0.182,0.105,-125.977,-94.666,163.086
-1.050,0.199,0.286,-134.277,-109.680,173.950
-0.762,0.245,0.521,-143.127,-123.108,180.908
-0.431,0.227,0.791,-154.663,-127.014,184.998
-0.141,0.194,1.061,-165.894,-120.911,186.462
0.110,0.125,1.345,-170.044,-110.352,183.472
0.333,0.020,1.612,-165.222,-97.290,175.476
0.480,-0.024,1.768,-156.555,-82.703,166.138
0.556,-0.041,1.905,-144.287,-68.848,155.212
0.608,-0.004,1.995,-131.042,-54.077,144.348
0.634,0.025,2.086,-118.164,-41.931,134.766
0.625,0.065,2.119,-107.117,-33.264,126.038
0.622,0.106,2.136,-98.389,-25.391,118.347
0.641,0.129,2.161,-90.881,-20.569,110.901
0.685,0.112,2.190,-85.876,-18.372,104.736
0.694,0.045,2.442,-82.825,-35.278,87.708
0.673,0.174,2.318,-81.543,-78.857,71.228
0.662,0.156,2.177,-89.783,-63.660,73.975
0.859,0.100,2.375,-91.858,-32.532,75.012
0.728,-0.072,2.490,-82.458,-46.509,77.515
0.679,-0.033,2.772,-77.637,-56.519,62.500
0.665,0.021,2.717,-74.097,-54.932,38.879
0.659,0.018,2.628,-70.068,-20.020,25.330
0.938,0.087,2.684,-61.035,33.386,24.597
0.586,0.016,2.688,-37.170,71.472,37.476
0.567,-0.009,2.828,-6.104,118.042,45.410
0.565,-0.027,2.943,22.217,152.405,49.805
0.432,-0.020,2.920,43.335,165.894,54.321
0.458,-0.083,2.846,55.176,172.180,48.523
0.483,0.093,2.828,66.772,172.852,50.964
0.261,0.008,2.765,93.628,154.297,53.406
0.444,0.109,2.664,98.938,148.499,41.199
0.678,0.189,2.627,106.262,134.033,30.212
0.526,0.142,2.533,122.681,96.069,31.372
0.493,0.216,2.331,136.658,67.749,24.536
0.562,0.312,2.067,149.719,61.768,13.245
0.614,0.377,1.848,164.673,66.345,7.690
0.639,0.426,1.662,178.406,74.951,4.089
0.662,0.465,1.512,189.087,84.473,-1.770
0.609,0.468,1.383,197.754,85.876,-11.780
0.546,0.498,1.268,203.430,75.439,-26.672
0.462,0.552,1.099,207.153,56.274,-39.673
0.351,0.597,0.887,208.252,36.072,-48.401
0.268,0.634,0.578,204.529,20.691,-53.955
0.351,0.665,0.315,195.801,23.743,-55.542
0.419,0.668,0.098,187.500,32.898,-50.598
0.494,0.669,-0.027,179.810,42.297,-41.931
0.548,0.635,-0.081,170.776,51.025,-35.583
0.576,0.575,-0.121,159.607,58.105,-33.813
0.596,0.513,-0.184,147.644,62.561,-38.025
0.623,0.513,-0.282,138.550,67.566,-46.753
0.616,0.545,-0.422,133.179,71.289,-56.641
0.612,0.622,-0.580,129.761,74.524,-64.819
0.608,0.698,-0.737,126.770,77.332,-70.374
0.616,0.815,-0.909,121.521,77.576,-74.158
0.570,0.922,-1.078,111.938,75.439,-74.341
0.462,0.958,-1.205,97.900,70.068,-75.012
0.364,0.986,-1.325,79.285,60.608,-79.956
0.314,1.041,-1.412,55.237,51.453,-87.708
0.223,1.069,-1.471,28.381,38.574,-94.116
0.110,1.083,-1.497,-0.793,23.987,-99.609
0.018,1.073,-1.481,-30.579,12.268,-104.126
-0.042,1.057,-1.428,-59.265,6.409,-104.980
-0.092,1.051,-1.328,-86.304,6.775,-101.318
-0.126,1.034,-1.195,-111.816,10.925,-95.459
-0.150,0.996,-1.043,-135.193,15.259,-90.454
-0.162,0.948,-0.866,-155.396,17.700,-88.379
-0.187,0.906,-0.705,-173.096,18.555,-88.867
-0.172,0.906,-0.516,-190.125,15.930,-89.417
-0.241,0.854,-0.352,-207.153,4.211,-88.013
-0.249,0.786,-0.138,-228.638,-7.080,-89.905
-0.200,0.751,0.154,-250.732,-17.517,-94.482
-0.223,0.597,0.526,-268.311,-34.363,-93.933
-0.229,0.453,0.865,-286.926,-54.688,-95.276
-0.217,0.308,1.255,-300.537,-70.923,-101.074
-0.216,0.155,1.714,-304.138,-82.947,-112.732
-0.263,-0.046,2.180,-296.570,-87.402,-125.610
-0.344,-0.182,2.504,-275.635,-77.087,-133.423
-0.463,-0.231,2.690,-237.427,-55.237,-134.399
-0.610,-0.192,2.832,-190.430,-27.466,-129.700
-0.738,-0.151,2.968,-146.912,-3.601,-124.939
-0.833,-0.146,3.021,-118.835,11.108,-119.507
-0.912,-0.199,3.053,-104.004,15.503,-112.122
-0.945,-0.292,3.067,-95.093,8.118,-104.187
-0.960,-0.416,3.017,-87.036,-10.132,-97.229
-0.947,-0.510,2.901,-77.271,-33.203,-91.675
-0.943,-0.573,2.740,-63.538,-55.115,-87.036
-0.859,-0.592,2.571,-49.316,-67.444,-82.825
-0.809,-0.593,2.387,-34.424,-69.824,-77.820
-0.817,-0.628,2.203,-19.043,-66.467,-70.007
-0.949,-0.601,1.988,-5.737,-54.749,-56.580
-0.597,-0.715,2.075,8.301,-40.405,-46.631
-0.666,-0.620,1.966,21.484,-50.720,-57.556
-0.588,-0.541,1.819,26.550,-46.143,-55.542
-0.578,-0.530,1.671,27.649,-33.752,-44.128
