aX,aY,aZ,gX,gY,gZ
0.488,0.525,0.434,130.127,34.241,-9.521
0.506,0.508,0.309,128.357,56.152,-10.193
0.522,0.515,0.167,131.653,77.759,-8.301
0.522,0.555,0.019,136.292,94.971,-5.432
0.536,0.577,-0.154,138.489,109.192,-1.160
0.595,0.622,-0.336,137.207,116.333,1.404
0.664,0.683,-0.527,132.507,114.197,0.305
0.738,0.749,-0.714,124.329,102.234,-4.578
0.765,0.827,-0.921,111.877,86.182,-13.367
0.762,0.885,-1.107,96.802,71.960,-24.841
0.748,0.970,-1.267,81.055,62.927,-34.851
0.655,0.987,-1.395,64.026,61.951,-36.987
0.619,1.023,-1.485,44.678,66.833,-39.001
0.514,0.999,-1.507,25.330,73.425,-38.330
0.457,0.998,-1.465,5.798,75.256,-40.222
0.378,0.974,-1.390,-15.015,66.895,-43.945
0.324,0.960,-1.315,-40.161,47.424,-50.598
0.295,0.924,-1.233,-67.505,22.583,-58.411
0.313,0.880,-1.157,-95.581,1.343,-66.101
0.319,0.842,-1.063,-120.850,-11.719,-72.266
0.347,0.824,-0.918,-140.991,-16.907,-77.576
0.361,0.806,-0.719,-158.020,-14.648,-82.886
0.343,0.746,-0.492,-169.983,-12.939,-90.210
0.334,0.734,-0.271,-179.260,-8.423,-97.900
0.303,0.745,-0.014,-185.547,-7.141,-105.103
0.196,0.662,0.358,-189.331,-10.864,-109.253
0.176,0.615,0.641,-196.167,-17.578,-115.967
0.156,0.566,0.927,-202.332,-33.142,-122.498
-0.029,0.415,1.292,-207.153,-49.805,-121.277
-0.132,0.332,1.507,-219.238,-61.462,-122.620
-0.207,0.227,1.749,-223.572,-80.383,-129.456
-0.330,0.110,2.017,-220.825,-101.624,-142.639
-0.444,0.032,2.200,-212.341,-111.816,-158.997
-0.597,-0.058,2.321,-191.833,-107.117,-171.570
-0.790,-0.108,2.383,-159.180,-90.393,-176.331
-0.970,-0.112,2.419,-120.789,-66.284,-174.133
-1.136,-0.115,2.461,-85.144,-42.908,-168.152
-1.281,-0.133,2.495,-59.204,-27.649,-158.630
-1.385,-0.182,2.481,-43.823,-24.719,-145.874
-1.443,-0.265,2.395,-35.095,-35.339,-132.812
-1.449,-0.360,2.289,-30.029,-53.162,-121.887
-1.456,-0.443,2.151,-26.062,-72.815,-112.549
-1.362,-0.505,2.014,-22.705,-84.167,-104.248
-1.303,-0.528,1.863,-16.602,-90.515,-96.558
-1.259,-0.533,1.715,-6.897,-90.210,-87.158
-1.202,-0.529,1.593,2.441,-79.224,-77.576
-1.115,-0.522,1.494,9.827,-61.646,-68.298
-1.050,-0.520,1.400,14.648,-41.382,-59.387
-1.041,-0.513,1.358,17.456,-21.057,-48.950
-0.950,-0.619,1.469,20.020,-3.662,-38.269
-0.961,-0.566,1.538,24.353,-13.184,-39.307
-0.984,-0.550,1.523,23.132,-27.283,-34.790
-0.981,-0.558,1.492,18.188,-37.964,-25.635
-0.927,-0.561,1.486,15.015,-46.814,-19.287
-0.866,-0.554,1.495,14.465,-52.185,-12.268
-0.830,-0.542,1.496,15.869,-54.321,-3.357
-0.812,-0.516,1.475,19.592,-52.795,4.761
-0.768,-0.489,1.470,24.597,-45.044,10.498
-0.726,-0.462,1.448,30.090,-36.072,14.526
-0.716,-0.412,1.434,36.682,-28.015,17.761
-0.729,-0.380,1.427,43.762,-20.874,20.630
-0.735,-0.351,1.406,49.744,-15.442,23.682
-0.725,-0.319,1.364,54.749,-14.343,26.489
-0.714,-0.285,1.310,59.631,-17.456,29.236
-0.690,-0.255,1.247,63.416,-21.484,32.593
-0.658,-0.230,1.175,64.880,-24.414,36.865
-0.625,-0.218,1.101,64.575,-26.428,41.260
-0.600,-0.199,1.025,63.782,-26.917,45.471
-0.550,-0.200,0.940,63.538,-25.391,50.171
-0.527,-0.172,0.865,63.293,-22.156,54.443
-0.491,-0.166,0.791,62.073,-17.944,58.716
-0.461,-0.169,0.724,59.753,-13.123,62.500
-0.443,-0.170,0.672,57.861,-8.911,64.880
-0.429,-0.168,0.637,55.847,-5.066,65.613
-0.411,-0.164,0.612,52.673,-1.648,65.613
-0.384,-0.158,0.578,48.828,0.671,65.613
-0.376,-0.161,0.564,46.753,0.793,66.284
-0.349,-0.159,0.554,44.739,-0.244,66.284
-0.324,-0.158,0.543,42.175,-2.319,65.125
-0.276,-0.171,0.510,39.185,-3.784,63.354
-0.256,-0.146,0.486,35.828,-6.042,61.646
-0.210,-0.132,0.464,32.898,-6.592,60.974
-0.155,-0.147,0.487,28.625,-5.005,59.509
-0.127,-0.172,0.502,21.606,-3.479,57.434
-0.100,-0.194,0.521,14.709,-2.869,54.626
-0.074,-0.214,0.548,9.827,-2.686,51.392
-0.053,-0.233,0.582,6.958,-2.869,48.401
-0.056,-0.233,0.624,4.395,-3.357,45.044
-0.022,-0.261,0.654,2.136,-4.028,41.443
-0.021,-0.252,0.661,-0.183,-4.822,38.635
-1.571,-0.002,-1.066,-33.936,-66.772,0.122
-1.647,0.008,-1.109,-49.744,-62.866,18.005
-1.718,0.028,-1.105,-63.843,-53.772,32.593
-1.775,0.113,-1.048,-76.782,-45.105,42.786
-1.865,0.103,-0.879,-88.074,-35.828,53.772
-1.813,0.252,-0.725,-100.342,-26.611,61.768
-1.790,0.346,-0.548,-111.328,-22.095,74.585
-1.735,0.379,-0.336,-121.521,-24.597,92.590
-1.594,0.419,-0.139,-131.592,-33.325,106.201
-1.381,0.452,0.074,-141.113,-45.166,116.211
-1.151,0.467,0.298,-148.560,-62.378,122.375
-0.896,0.576,0.504,-156.738,-78.918,128.296
-0.590,0.698,0.802,-166.504,-86.426,137.024
-0.236,0.606,1.174,-174.561,-86.426,143.433
0.069,0.441,1.559,-181.091,-83.130,142.578
0.280,0.268,1.871,-190.125,-73.975,135.498
0.403,0.113,2.067,-195.557,-60.120,125.366
0.484,0.030,2.236,-190.735,-46.265,114.868
0.462,0.013,2.396,-176.880,-34.424,104.553
0.425,0.029,2.498,-160.095,-22.888,95.032
0.416,0.026,2.552,-145.020,-7.812,88.989
0.432,0.016,2.657,-130.188,9.460,87.463
0.456,0.015,2.803,-114.624,24.963,87.463
0.470,0.026,2.954,-100.586,35.156,86.792
0.468,0.024,3.050,-89.478,42.725,86.060
0.437,0.034,3.101,-77.759,46.387,84.534
0.460,-0.092,3.176,-63.538,42.480,80.933
0.438,-0.054,3.119,-47.668,26.794,68.359
0.392,-0.012,2.942,-30.029,30.518,65.674
0.304,-0.055,2.810,-13.733,50.659,77.393
0.283,-0.095,2.751,-0.854,81.177,89.294
0.268,-0.180,2.707,12.817,113.953,100.586
0.296,-0.247,2.802,29.541,128.296,103.516
0.362,-0.235,2.832,45.837,104.248,99.854
0.090,-0.330,2.601,55.725,87.830,87.830
0.248,-0.228,2.682,65.552,85.632,60.059
0.108,-0.151,2.656,80.383,53.711,52.185
0.004,-0.104,2.526,87.280,39.307,53.223
0.051,0.007,2.411,94.055,38.391,52.063
0.193,0.123,2.257,102.417,40.222,52.612
0.298,0.179,2.072,110.413,41.260,58.044
0.393,0.186,1.899,117.859,47.668,61.951
0.472,0.215,1.756,127.625,55.664,56.335
0.500,0.270,1.630,140.076,58.105,43.030
0.466,0.336,1.497,152.466,52.734,27.100
0.419,0.429,1.340,162.476,40.283,11.414
0.389,0.517,1.170,170.410,23.926,-1.892
0.385,0.623,0.956,174.744,6.226,-10.986
0.402,0.689,0.707,174.866,-4.761,-17.273
0.427,0.728,0.479,170.349,-2.258,-21.484
0.470,0.742,0.316,162.354,11.963,-23.499
0.490,0.706,0.187,152.771,32.227,-24.231
0.491,0.653,0.073,144.592,52.734,-24.841
0.489,0.621,-0.041,140.137,71.106,-26.367
0.493,0.605,-0.130,138.733,89.294,-27.771
0.495,0.605,-0.229,138.672,106.628,-27.405
0.559,0.600,-0.304,138.123,121.582,-26.672
0.580,0.601,-0.364,137.695,126.770,-27.344
0.595,0.610,-0.431,133.789,120.728,-32.532
0.629,0.679,-0.532,124.023,106.873,-43.518
0.603,0.702,-0.641,110.352,89.600,-53.955
0.601,0.762,-0.768,93.384,74.158,-63.599
0.608,0.824,-0.887,76.721,63.416,-72.388
0.609,0.872,-0.992,60.730,56.274,-78.857
0.598,0.965,-1.100,44.861,53.162,-84.534
0.555,1.035,-1.180,28.625,52.979,-88.440
0.497,1.091,-1.226,10.803,55.603,-92.407
0.415,1.119,-1.218,-9.155,62.744,-94.238
0.350,1.075,-1.176,-31.250,70.618,-93.994
0.284,1.062,-1.082,-56.091,73.669,-94.910
0.212,1.058,-0.975,-81.848,71.533,-95.825
0.183,1.017,-0.834,-105.957,69.885,-94.360
0.177,1.009,-0.680,-127.563,65.979,-93.018
0.141,0.943,-0.490,-148.010,55.725,-92.834
0.097,0.883,-0.296,-169.128,42.480,-99.792
0.086,0.823,-0.072,-187.805,33.813,-109.131
-0.005,0.718,0.165,-205.200,20.874,-115.662
-0.090,0.636,0.396,-224.976,5.249,-122.131
-0.169,0.520,0.643,-242.493,-7.629,-127.808
-0.271,0.423,0.945,-253.662,-20.569,-132.812
-0.434,0.329,1.280,-257.812,-32.959,-137.329
-0.597,0.130,1.679,-252.136,-35.278,-139.282
-0.768,-0.077,2.041,-238.159,-26.184,-137.634
-0.946,-0.242,2.310,-217.407,-12.512,-133.850
-1.104,-0.334,2.471,-190.979,-5.615,-132.874
-1.239,-0.387,2.567,-163.208,-10.864,-134.216
-1.343,-0.422,2.614,-139.771,-25.085,-134.949
-1.431,-0.458,2.603,-123.962,-44.189,-134.583
-1.508,-0.510,2.536,-114.136,-64.270,-132.507
-1.538,-0.549,2.502,-106.873,-78.308,-126.953
-1.589,-0.582,2.449,-98.511,-85.205,-116.333
-1.523,-0.620,2.440,-88.867,-80.505,-101.807
-1.498,-0.653,2.420,-76.050,-75.562,-85.571
-1.052,-0.507,2.417,-60.181,-69.702,-69.458
-1.753,-0.857,2.240,-40.161,-74.585,-42.297
-1.249,-0.885,2.432,-20.203,-76.111,-38.574
-1.253,-0.763,2.320,-6.958,-99.670,-58.228
-1.094,-0.618,2.136,-4.333,-102.600,-58.777
-1.045,-0.614,1.980,-2.075,-93.811,-36.133
-1.010,-0.647,1.951,6.714,-87.524,-17.151
-0.928,-0.676,1.959,18.311,-81.177,-8.789
-0.835,-0.648,1.910,24.170,-72.632,-5.798
-0.780,-0.608,1.810,26.184,-63.110,-2.502
-0.764,-0.594,1.745,28.381,-53.467,1.831
-0.755,-0.575,1.705,32.776,-46.692,5.066
-0.754,-0.541,1.670,39.124,-42.603,7.812
-0.754,-0.502,1.623,45.044,-39.368,11.963
-0.750,-0.473,1.567,49.683,-35.034,17.212
-0.731,-0.428,1.506,54.626,-30.884,22.095
-0.696,-0.384,1.450,60.242,-26.978,26.855
-0.667,-0.345,1.385,65.552,-23.315,32.593
-0.656,-0.305,1.315,70.068,-19.470,38.940
-0.634,-0.279,1.243,73.730,-16.174,43.396
-0.611,-0.255,1.169,76.050,-13.611,46.936
-0.574,-0.243,1.094,77.759,-11.169,50.171
-0.541,-0.224,1.008,79.468,-9.583,52.734
-0.513,-0.209,0.928,81.116,-9.460,53.589
-0.491,-0.200,0.844,81.848,-8.850,54.626
-0.466,-0.190,0.771,81.421,-7.629,56.335
-1.222,0.579,1.111,-201.660,-89.722,46.570
-1.238,0.582,1.365,-199.219,-76.172,63.293
-1.196,0.587,1.552,-189.758,-65.735,80.261
-1.113,0.587,1.692,-177.551,-59.143,95.886
-1.015,0.573,1.806,-165.527,-56.091,107.727
-0.880,0.538,1.892,-156.006,-54.443,113.281
-0.741,0.508,1.918,-149.414,-51.941,111.877
-0.629,0.476,1.929,-143.921,-44.373,105.896
-0.565,0.432,1.957,-139.160,-29.114,98.328
-0.538,0.390,1.988,-133.118,-9.094,92.529
-0.517,0.396,2.008,-123.657,10.254,91.125
-0.469,0.404,2.033,-112.183,25.024,94.421
-0.375,0.425,2.031,-103.149,32.898,99.609
-0.273,0.456,2.000,-97.473,34.058,102.295
-0.188,0.486,1.943,-94.238,36.865,102.356
-0.048,0.523,1.933,-91.248,48.584,101.563
0.025,0.510,1.902,-86.548,67.078,100.647
0.030,0.512,1.835,-83.496,97.290,96.069
0.257,0.504,1.962,-79.956,140.930,86.243
0.526,0.351,2.276,-74.097,172.791,75.378
0.376,0.346,2.344,-68.542,173.462,60.486
0.480,0.431,2.360,-55.359,195.618,61.890
0.391,0.382,2.444,-26.855,207.520,73.547
0.469,0.427,2.541,3.601,204.956,79.468
0.308,0.350,1.276,-36.682,294.556,71.899
0.083,0.408,1.753,-124.451,467.834,55.176
-0.226,-0.210,2.336,-88.379,497.375,-1.160
-1.012,-1.529,4.000,-173.279,618.103,-61.096
0.942,-0.301,3.577,-588.196,957.642,-33.875
3.856,4.000,-2.163,-750.183,996.277,59.998
1.406,1.368,1.582,85.388,173.828,-41.016
1.460,1.297,1.950,307.434,-29.785,-80.505
0.546,1.570,1.380,200.989,54.199,-16.724
0.911,1.135,1.112,119.385,156.677,-23.621
1.514,1.155,1.053,104.553,165.894,-52.612
0.902,0.934,1.154,131.592,110.535,-55.481
1.024,0.842,1.153,146.179,125.488,-81.055
0.830,0.893,1.030,166.931,70.923,-100.525
0.704,0.915,0.740,172.302,18.616,-111.755
0.637,0.794,0.532,176.331,-18.188,-127.075
0.538,0.774,0.378,182.251,-58.472,-124.268
0.521,0.756,0.214,186.340,-92.346,-109.558
0.592,0.695,0.128,181.274,-110.413,-95.642
0.542,0.628,0.139,176.086,-119.446,-85.754
0.555,0.565,0.104,173.889,-111.938,-80.017
0.636,0.425,0.106,170.715,-87.402,-81.726
0.684,0.403,-0.015,160.278,-57.007,-90.881
0.718,0.383,-0.105,161.682,-38.147,-100.586
0.646,0.378,-0.161,171.143,-34.729,-106.995
0.596,0.374,-0.260,174.133,-29.419,-110.291
0.552,0.378,-0.340,170.593,-19.775,-112.366
0.493,0.359,-0.449,162.231,-11.902,-111.511
0.439,0.274,-0.567,148.865,-5.127,-107.544
0.409,0.186,-0.627,133.179,-4.822,-103.699
0.394,0.122,-0.674,116.028,-7.446,-99.731
0.389,0.051,-0.759,100.220,-10.986,-95.337
0.453,0.076,-0.936,88.989,-11.780,-89.905
0.268,-0.058,-1.064,84.839,-8.850,-73.792
0.271,-0.079,-1.323,78.918,-12.085,-69.946
0.295,-0.070,-1.579,71.167,-11.353,-72.083
0.208,-0.070,-1.781,61.584,-10.925,-72.327
0.073,-0.015,-2.076,44.312,-14.771,-79.712
-0.086,0.043,-2.357,17.883,-7.141,-87.524
-0.224,0.147,-2.460,-12.451,2.869,-95.276
-0.359,0.288,-2.465,-46.326,13.062,-100.220
-0.403,0.476,-2.391,-83.557,33.325,-100.952
-0.423,0.671,-2.158,-119.873,50.659,-94.543
-0.346,0.845,-1.819,-152.954,59.143,-82.336
-0.171,0.956,-1.448,-179.687,59.998,-70.618
-0.005,1.066,-1.072,-196.594,48.340,-63.416
0.110,1.219,-0.724,-200.684,19.470,-63.354
0.206,1.407,-0.348,-191.467,-26.489,-69.336
-0.024,1.582,0.157,-180.847,-84.106,-66.040
0.097,1.695,0.762,-164.551,-141.663,-72.205
0.198,1.587,1.444,-130.188,-184.326,-66.467
0.198,1.276,2.194,-105.957,-196.350,-41.748
0.253,0.778,2.831,-111.145,-178.589,-39.001
0.252,0.339,3.245,-130.554,-149.353,-48.279
0.198,-0.040,3.430,-153.625,-115.845,-62.500
0.113,-0.233,3.407,-171.631,-79.651,-72.815
-0.034,-0.261,3.288,-171.082,-56.091,-77.576
-0.267,-0.224,3.177,-150.940,-60.181,-85.815
-0.480,-0.205,3.080,-127.747,-79.224,-98.083
-0.657,-0.159,2.919,-112.122,-93.384,-105.286
-0.798,-0.088,2.692,-102.722,-96.497,-104.553
-0.910,-0.041,2.478,-92.896,-90.942,-96.252
-0.972,-0.032,2.281,-82.214,-79.346,-83.740
-0.225,0.231,2.021,-72.144,-68.481,-70.679
-1.710,-0.387,2.006,-49.927,-54.077,-20.691
-0.684,-0.221,1.710,-27.222,-78.613,-53.772
-0.996,-0.360,1.969,45.227,-219.116,-98.328
-0.865,-0.463,2.024,56.824,-222.656,-107.056
-0.959,-0.343,1.834,19.104,-167.847,-84.595
-0.936,-0.246,1.477,-13.000,-121.887,-56.702
-0.944,-0.300,1.368,-6.836,-116.333,-51.086
-0.905,-0.347,1.458,17.944,-122.620,-53.772
-0.900,-0.331,1.514,26.733,-109.985,-49.133
-1.419,-0.218,2.154,36.865,-50.842,-26.611
-0.589,-0.340,1.535,77.393,72.083,22.949
-0.479,-0.364,1.293,49.377,45.776,35.706
-0.398,-0.307,1.129,38.513,-9.338,20.508
-0.314,-0.325,1.148,38.330,-48.035,8.423
-0.270,-0.400,1.154,32.715,-62.561,5.127
-0.246,-0.393,1.106,17.578,-69.763,-1.343
-0.229,-0.333,1.057,3.967,-67.932,-6.104
-0.234,-0.253,1.005,0.671,-54.382,-5.127
-0.242,-0.170,0.981,6.775,-35.522,-0.183
-0.206,-0.117,0.920,21.057,-14.038,2.136
-0.264,-0.092,0.907,34.912,-3.235,3.052
-0.256,-0.053,0.892,42.114,3.540,0.793
-0.227,-0.024,0.853,42.725,11.902,-1.526
-0.201,-0.008,0.815,40.649,16.296,-3.235
-0.189,0.002,0.816,38.635,11.902,-5.920
-0.186,-0.011,0.856,35.645,0.854,-9.949
-0.212,-0.040,0.924,28.748,-11.230,-15.442
-0.179,-0.047,0.933,16.235,-16.479,-21.912
-0.164,-0.064,0.865,2.136,-12.268,-23.743
-0.163,-0.064,0.775,-4.761,-24.902,-28.137
-0.205,-0.019,0.734,-3.296,-52.368,-36.926
